  0.312081E+00  0.385584E+06  0.383060E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.390257E+04  0.499197E+00  0.385151E+06
  0.330989E+00  0.354767E+06  0.352513E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.287307E+04  0.499014E+00  0.354380E+06
  0.351043E+00  0.322591E+06  0.320405E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.208964E+04  0.498858E+00  0.322216E+06
  0.372313E+00  0.295508E+06  0.293539E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.152530E+04  0.498732E+00  0.295170E+06
  0.394870E+00  0.271156E+06  0.269398E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.111566E+04  0.498633E+00  0.270854E+06
  0.418795E+00  0.247016E+06  0.245364E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.806250E+03  0.498554E+00  0.246733E+06
  0.444169E+00  0.225963E+06  0.224475E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.587465E+03  0.498485E+00  0.225708E+06
  0.619887E+00  0.134066E+06  0.133180E+06  0.000000E+00  0.000000E+00  0.000000E+00  0.934412E+02  0.498288E+00  0.133914E+06
  0.865122E+00  0.784306E+05  0.779133E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.143108E+02  0.498232E+00  0.783418E+05
  0.120738E+01  0.453204E+05  0.450216E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.222891E+01  0.498220E+00  0.452691E+05
  0.168503E+01  0.259137E+05  0.257429E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.344828E+00  0.498213E+00  0.258844E+05
  0.235165E+01  0.146834E+05  0.145866E+05  0.000000E+00  0.000000E+00  0.000000E+00  0.481927E-01  0.498198E+00  0.146668E+05
  0.328199E+01  0.825488E+04  0.820047E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.558415E-02  0.498196E+00  0.824554E+04
  0.458038E+01  0.460921E+04  0.457880E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.598082E-03  0.498243E+00  0.460399E+04
  0.639244E+01  0.255825E+04  0.254135E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.883332E-03  0.498174E+00  0.255535E+04
  0.892136E+01  0.141243E+04  0.140307E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.265389E-03  0.498068E+00  0.141083E+04
  0.124508E+02  0.776177E+03  0.770998E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.119815E-03  0.498500E+00  0.775288E+03
  0.173764E+02  0.424749E+03  0.421879E+03  0.000000E+00  0.000000E+00  0.000000E+00 -0.523038E-04  0.498807E+00  0.424256E+03
  0.242508E+02  0.231557E+03  0.229954E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.888519E-04  0.498095E+00  0.231282E+03
  0.338447E+02  0.125794E+03  0.124882E+03  0.000000E+00  0.000000E+00  0.000000E+00  0.436474E-04  0.498924E+00  0.125638E+03
  0.472341E+02  0.681094E+02  0.675727E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.109036E-04  0.501000E+00  0.680173E+02
  0.659205E+02  0.367510E+02  0.364164E+02  0.000000E+00  0.000000E+00  0.000000E+00 -0.767308E-06  0.502878E+00  0.366936E+02
  0.919994E+02  0.197548E+02  0.195281E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.314028E-05  0.492449E+00  0.197159E+02
  0.128396E+03  0.105675E+02  0.103983E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.283718E-05  0.501232E+00  0.105385E+02
  0.179190E+03  0.561418E+01  0.547626E+01  0.000000E+00  0.000000E+00  0.000000E+00 -0.119034E-05  0.489614E+00  0.559051E+01
  0.250080E+03  0.295166E+01  0.283298E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.743211E-06  0.491371E+00  0.293130E+01
  0.349015E+03  0.152806E+01  0.142538E+01  0.000000E+00  0.000000E+00  0.000000E+00 -0.411559E-06  0.495504E+00  0.151044E+01
  0.487090E+03  0.775947E+00  0.691225E+00  0.000000E+00  0.000000E+00  0.000000E+00 -0.144469E-06  0.469708E+00  0.761409E+00
  0.679789E+03  0.388317E+00  0.323849E+00  0.000000E+00  0.000000E+00  0.000000E+00 -0.882364E-07  0.527956E+00  0.377255E+00
  0.948722E+03  0.194439E+00  0.148003E+00  0.000000E+00  0.000000E+00  0.000000E+00 -0.247642E-07  0.565174E+00  0.186471E+00
  0.132405E+04  0.980448E-01  0.655485E-01  0.000000E+00  0.000000E+00  0.000000E+00 -0.566148E-08  0.603840E+00  0.924688E-01
